actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.05104089,-0.8836469,63.0,0.006440573,-0.004244777,0.10000002,0.003968253968253968,80.0,110.01072,49.04757,1.4171689,0.05140125,-1.4321724,5000,0.8289077,1000,1000.0,1000,5,0.0,904.9356220141053,902.0678060312755,899.9120292873122,5,1.7358128753795918,1.4796314,0.038660947,-1.3998516,20000,0.83280987,1000,1000.0,1000,20,0.0,913.6887684985995,904.3500810435013,893.9141648858786,20,5.645910318138466,20.0,31.08021306991577,20000.0,1.0,31.08021306991577,20000.0,643.4962319920222,20000.0
0.06906006,-0.88364685,80.0,0.004369233,-0.0053125145,0.10000002,0.0,80.0,6.441428,77.77361,1.4359846,0.057684228,-1.3692436,5000,0.8279944,1000,1000.0,1000,5,0.0,910.2432429911569,900.0017950287089,890.7536693550646,5,7.328921210298309,1.4203641,0.040328614,-1.4032474,20000,0.83022475,1000,1000.0,1000,20,0.0,910.1821467485279,902.9050288602709,895.7043692655861,20,4.289733486145828,40.0,35.252716302871704,20000.0,2.0,66.37282824516296,40000.0,567.3321689078124,40000.0
