actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.160236,0.9640932,60.0,0.010822724,-0.024407828,0.63486785,0.01,80.0,0.18522522,60.747414,3.5994313,-0.014447567,-3.7334545,5000,0.9759403,1000,1000.0,1000,5,0.0,639.9422191250487,621.9564663089928,593.0936829659622,5,16.960377953289328,3.4222608,-0.015807534,-3.8476086,20000,0.9700646,1000,1000.0,1000,20,0.0,626.2808989030309,602.818761700784,559.6798084604088,20,17.821813418644858,220.0,45.72633910179138,20000.0,11.0,634.2183659076691,220000.0,437.38467572219173,220000.0
0.16109076,0.9396611,47.6,0.011050976,-0.024857732,0.6198087,0.01680672268907563,80.0,0.15383027,63.33573,3.4210086,-0.013070333,-3.3469703,5000,0.9706011,1000,1000.0,1000,5,0.0,649.4604192893639,625.8572824146722,605.6686680261046,5,15.376368942057027,3.5390563,-0.012631442,-3.4863129,20000,0.9731723,1000,1000.0,1000,20,0.0,649.4205976836383,625.9213725764072,584.0131469029002,20,18.03233926357132,240.0,49.351489543914795,20000.0,12.0,683.6675639152527,240000.0,405.25625841958134,240000.0
0.121519886,0.92269474,11.0,0.010001196,-0.011793046,0.6095988,0.09090909090909091,80.0,0.16374518,64.275116,3.1549048,-0.0003895586,-3.1394982,5000,0.9728982,1000,1000.0,1000,5,0.0,663.1715275314637,648.4684197608847,633.8074985323474,5,10.592882227207843,3.5693798,-0.008250753,-3.44981,20000,0.9677927,1000,1000.0,1000,20,0.0,665.772561987862,636.7281956079329,588.4849048818869,20,23.468444502557077,260.0,44.28284573554993,20000.0,13.0,728.0653097629547,260000.0,451.6421577654878,260000.0
0.17206259,0.90579265,35.4,0.011813196,-0.025743842,0.5995082,0.022598870056497175,80.0,0.149177,66.0966,3.2505538,0.0049604136,-3.3993366,5000,0.97099787,1000,1000.0,1000,5,0.0,679.57387782773,634.9519267228432,560.3634013780393,5,40.442061437237044,3.6767664,-0.0060156994,-3.4657612,20000,0.96742976,1000,1000.0,1000,20,0.0,671.4115067543462,647.2628326901256,586.6978399426007,20,21.82825787984401,280.0,50.2953143119812,20000.0,14.0,778.4392852783203,280000.0,397.6513572604448,280000.0
0.14292315,0.8849796,24.2,0.011014132,-0.0213041,0.58721185,0.04132231404958678,80.0,0.13179772,66.814674,3.470272,-0.0016982259,-3.296551,5000,0.975704,1000,1000.0,1000,5,0.0,665.6434164370876,652.76677266513,633.9620680226944,5,11.497605352992865,3.2198815,-0.003811982,-3.2949388,20000,0.96966654,1000,1000.0,1000,20,0.0,686.5264346413314,656.7533791220048,613.2485323077999,20,18.376025881492303,300.0,45.345784425735474,20000.0,15.0,823.8938789367676,300000.0,441.0553318965022,300000.0
0.14587796,0.8658774,31.0,0.010830515,-0.020984566,0.5763967,0.025806451612903226,80.0,0.11533913,68.18371,2.9964652,-0.0020619147,-3.2255216,5000,0.9839417,1000,1000.0,1000,5,0.0,697.8240957389353,672.7228727632377,634.2019139339391,5,23.00235994630028,3.5270247,-0.0063206838,-3.6561751,20000,0.9757967,1000,1000.0,1000,20,0.0,697.166373571381,667.8935141073489,632.0802543801256,20,17.38622662229895,320.0,51.32987833023071,20000.0,16.0,875.3357782363892,320000.0,389.63661420216164,320000.0
0.1552665,0.8447082,42.2,0.0113046495,-0.024722641,0.56471586,0.014218009478672985,80.0,0.1056083,70.22842,3.1755016,0.00407206,-3.1241908,5000,0.9758961,1000,1000.0,1000,5,0.0,710.1054623587988,693.765143367082,679.7687890457091,5,10.734134196256592,3.5030928,-0.0020989748,-3.5197802,20000,0.97781825,1000,1000.0,1000,20,0.0,709.4525555018336,690.3867457102067,648.5811304724775,20,14.839611296694926,340.0,49.98855423927307,20000.0,17.0,925.4355657100677,340000.0,400.09158705148496,340000.0
0.1485846,0.8179475,39.0,0.009190316,-0.023258293,0.5500607,0.019230769230769232,80.0,0.07952762,70.86363,3.048654,0.001161097,-2.8630843,5000,0.9722108,1000,1000.0,1000,5,0.0,719.2523346282542,700.6393095121952,684.1377574568614,5,12.55878184152092,3.7695417,0.0046743173,-3.392984,20000,0.9735928,1000,1000.0,1000,20,0.0,717.7775480024284,696.6288258907065,676.0666912067682,20,11.68441654312979,360.0,45.845073223114014,20000.0,18.0,971.4013855457306,360000.0,436.2518934731784,360000.0
0.1622872,0.79297435,48.6,0.009875732,-0.026401415,0.5366644,0.012345679012345678,80.0,0.074962705,71.88571,3.2173393,-0.005362074,-3.1444633,5000,0.96925795,1000,1000.0,1000,5,0.0,728.6940427103546,702.0007436973974,676.4611311033368,5,19.17365216866738,3.2160687,-0.004032395,-3.5009127,20000,0.9726632,1000,1000.0,1000,20,0.0,721.794147602559,705.4320154318636,686.5052928775549,20,10.146535790633408,380.0,50.07712960243225,20000.0,19.0,1021.597813129425,380000.0,399.38391355060014,380000.0
0.14349036,0.76665235,33.4,0.011469841,-0.023164378,0.5232292,0.029940119760479042,80.0,0.05741232,73.08359,2.9368796,-0.0053024716,-3.1398544,5000,0.971206,1000,1000.0,1000,5,0.0,728.4757830053568,720.6615260705818,704.9426497584209,5,8.392015837800608,3.6163893,-0.00452963,-3.4225783,20000,0.96876204,1000,1000.0,1000,20,0.0,732.8748127231374,718.0083356272155,679.2791660721414,20,14.64389252667701,400.0,48.99424195289612,20000.0,20.0,1070.736397743225,400000.0,408.21123468403357,400000.0
0.14862205,0.7468808,25.4,0.011479562,-0.021705044,0.5131239,0.031496062992125984,80.0,0.059217945,73.303505,2.9245892,-0.010754902,-3.3160295,5000,0.97028464,1000,1000.0,1000,5,0.0,739.9975467668846,732.8423629282509,726.1603963829111,5,4.614428643796307,3.0641112,-0.006519111,-3.1953917,20000,0.9700298,1000,1000.0,1000,20,0.0,735.5684458515607,713.8832410257746,667.1877259705216,20,18.627801313280994,420.0,44.783852100372314,20000.0,21.0,1115.6189568042755,420000.0,446.5895420334717,420000.0
0.12142702,0.7339766,12.6,0.009460391,-0.01000868,0.50653255,0.07936507936507936,80.0,0.05408798,74.044464,2.8074667,-0.007761601,-3.218191,5000,0.97442013,1000,1000.0,1000,5,0.0,741.9139864673834,734.5429508908837,715.5921054380015,5,9.768385310272324,3.1579976,-0.0056244754,-3.3232555,20000,0.96944445,1000,1000.0,1000,20,0.0,737.2762023210526,725.4099218774005,701.4376398902386,20,9.979385506924492,440.0,45.582205057144165,20000.0,22.0,1161.3144009113312,440000.0,438.76771593052564,440000.0
0.16576217,0.70948404,47.2,0.0115575995,-0.027813284,0.49449205,0.012711864406779662,80.0,0.047793817,74.77549,3.216494,-0.0060741343,-3.0473373,5000,0.96341795,1000,1000.0,1000,5,0.0,741.1522310224827,715.1806127421557,692.2102310988121,5,18.45618707197781,3.3212538,-0.0048180902,-3.3240638,20000,0.966346,1000,1000.0,1000,20,0.0,745.3043508970877,732.2753141160254,702.1018904307857,20,10.350955052225018,460.0,45.91790843009949,20000.0,23.0,1207.3318400382996,460000.0,435.55990862357896,460000.0
0.0919887,0.6924366,5.6,0.008679121,-0.0052299914,0.4863449,0.17857142857142858,80.0,0.043959226,75.06377,2.9200437,-0.010055799,-2.86655,5000,0.963206,1000,1000.0,1000,5,0.0,750.7344453122932,734.0394133292139,718.2399041955359,5,10.956055000231009,3.0543056,-0.0067705032,-3.185327,20000,0.9676254,1000,1000.0,1000,20,0.0,748.0972425395157,733.0215327067378,707.2766514294781,20,10.449673645171677,480.0,44.30991268157959,20000.0,24.0,1251.750326871872,480000.0,451.3662697492598,480000.0
0.14470366,0.6719781,42.2,0.009886319,-0.024847465,0.47653943,0.018957345971563982,80.0,0.045396578,75.40513,2.631675,-0.012307282,-3.016605,5000,0.96152675,1000,1000.0,1000,5,0.0,751.7103381603956,743.8937139079208,720.2712869364768,5,11.918293648681555,3.1938968,-0.008352593,-3.0465837,20000,0.9644837,1000,1000.0,1000,20,0.0,751.6616069129668,737.0097594391475,711.744977151975,20,9.327747810541348,500.0,45.95271372795105,20000.0,25.0,1297.7957501411438,500000.0,435.23000879564734,500000.0
